GNF-Pf identifier,JC_XSMILES,Qualifier,PF proliferation inhibition 3D7 EC50 uM
GNF-Pf-4408,CCC1=C(C)C(=N)C2=CC=CC=C2N1C,,0.701
GNF-Pf-462,COC1=CC=C2N3CCN(CC4=CC=CC=C4)C5=[N+](C)CCC(C2=C1)=C35,,0.442
GNF-Pf-5213,C[N+]1=C(\C=C/C2=CC=C(F)C=C2)C=CC3=CC=CC=C13,,0.2745
GNF-Pf-902,CN(C)C1=CC=C(C=C1)\C=C\C2=CC=CC(\C=C\C3=CC=C(C=C3)N(C)C)=[N+]2C,,0.2101
GNF-Pf-187,O=C1CC2=CC=CC=C2C(=C3CCNCC3)C4=C1SC=C4,,0.532
GNF-Pf-3640,C(CC1=CC=CC=C1)NC2CCN(CC2)CC3=CC=CC=C3,,1.47
GNF-Pf-2095,OC1(CCN(CCOC2C3=CC=CC=C3CSC4=CC=C(Cl)C=C24)CC1)C5=CC=C(Cl)C(=C5)C(F)(F)F,,1.012
GNF-Pf-192,NC1=NC(N)=C(N=C1Cl)C(=O)NC(=N)NCC2=CC=CC=C2,,1.162
GNF-Pf-4170,CN1C(SC2=CC=CC=C12)=CC3=CC(C)=C4C=CC=CC4=[N+]3C,,0.0392
GNF-Pf-122,C1CC(CCN1)=C2C3=CC=CC=C3CSC4=C2C=CS4,,0.088
GNF-Pf-1322,CCN(CC)C(CN1CCN(CC1)CC(C)C(=O)C2=CC=C(O)C=C2)C3=CC=C(F)C=C3,,1.95
GNF-Pf-2491,COC1=CC=CC=C1N2CCN(CC2)C3CCN(CC3)C4CCC(CC4)C5=CC=CC=C5,,0.2927
GNF-Pf-5316,COC1=CC=CC(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)=C1O,,0.34
GNF-Pf-1772,OC(COCC1=CC=CC=C1)CN2CCN(CC2)C(=O)C3=CC=CC=C3,,1.25
GNF-Pf-3125,OC1=CC=CC=C1CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4,,0.744
GNF-Pf-3590,C1CN(CCC1NCC2=CNC3=CC=CC=C23)CC4=CC=CC=C4,,0.2079
GNF-Pf-1894,COC1=CC(=CC(OC)=C1OC)C(=O)N2CCN(CC2)CC3=CC=CC(Br)=C3,,12.5
GNF-Pf-1069,O=S(=O)(N1CCN(CC1)CC2CNCCO2)C3=CC=CC=C3,,0.767
GNF-Pf-1224,O=C(COC(C1=CC=CC=C1)C2=CC=CN=C2)NCCNC(=O)OCC3=CC=CC=C3,,0.967
GNF-Pf-140,NC(=O)C1CCCN(C1)C(=O)COC(C2=CC=CC=C2)C3=CC=CN=C3Cl,,4.81
GNF-Pf-151,CC(C)CN(CC(=O)N1CCC(C1)NC2=NSC3=CC=CC=C23)S(C)(=O)=O,,1.984
GNF-Pf-1597,CCOC1=CC=C(CN(C(C)CCCN(CC)CC)C(=O)COC2=CC=C(Cl)C=C2)C=C1,,0.387
GNF-Pf-1602,ClC1=CN=CC(Cl)=C1C(OCC(=O)N2CCC(C2)C3=CC=CC=N3)C4=CC=CC=C4,,12.5
GNF-Pf-4839,CC1=CC=CC=C1CN2C(=N)N(CC(O)C3=CC=C(Cl)C(Cl)=C3)C4=CC=CC=C24,,0.1353
GNF-Pf-1942,ClC1=CN=CC(Cl)=C1C(OCC(=O)N2CCNCC2)C3=CC=CC=C3,,0.592
GNF-Pf-201,COC1=CC=C(OC)C(=C1)C2=CSC(=N2)N(CCCN(C)C)C(=O)CC3=CC=CC=C3,,4.05
GNF-Pf-202,COC1=CC=CC=C1CN2CCC3=C(C2)SC(=N3)C4=CN=CC=N4,,9.23
GNF-Pf-2049,COC1=CC=CC=C1CN2CCC(CC2)S(=O)(=O)C3=CC=CC=C3,,0.349
GNF-Pf-2073,ClC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CC3,,5
GNF-Pf-2169,CCC1=CC=C(C=C1)C(=O)N(CC(=O)NC2=CC(=NN2C3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C(C)C,,1.727
GNF-Pf-2183,COC1=CC=C(C=N1)C(OCC(=O)N2CCN(CC2)CC3=CC=CC=C3)C4=CC=CC=C4,,0.604
GNF-Pf-2239,ClC1=CC=C(C=C1)C2CN(CCO2)C(=O)C3=CC=C4OCOC4=C3,,1.632
GNF-Pf-2435,O=C(NC(CN1CCCC1)C2=CC=CC=C2)NC3=CC=C(OC4=CC=CC=C4)C=C3,,0.355
GNF-Pf-2594,COCCN(C)C(=O)COC(C1=CC=CS1)C2=CC=CN=C2Cl,,0.407
GNF-Pf-2635,CN1C(=CC2=CC=CC=C12)C(OCC(=O)N3CCN(CC3)CC4=CC=CC=C4)C5=CC=CN=C5,,2.252
GNF-Pf-2696,CN(C)CCNC(=O)C1=CC=C(C=C1)C2=CN=CC(NCC3=CC=C(Cl)C(Cl)=C3)=C2,,0.64
GNF-Pf-2907,FC(F)(F)C1=CC=C(C=C1)C2CNCC2C(=O)NCC3=CC=C(Cl)C=C3,,0.392
GNF-Pf-3119,COC1=CC=C(C=N1)C(OCC(=O)N2CCN(CC2)CC3=CC=CC=C3)C4=CC=C(F)C=C4,,0.733
GNF-Pf-3345,COC1=CC=CC(CNC(=O)C2CNCC2C3=CC=C(C=C3)C(F)(F)F)=C1,,0.395
GNF-Pf-3404,COC1=CC=C(C=C1)C(OCC(=O)N2CCSCC2)C3=CC=NC=C3Cl,,12.35
GNF-Pf-1840,C(CNC1=CC(=NC(=N1)C2=CC=CC=N2)C3=CC=CC=N3)CN4CCOCC4,,1.013
GNF-Pf-3521,OCCN1CCN(CC1)C(=O)COC(C2=CC=CS2)C3=CC=CN=C3Cl,,12.5
GNF-Pf-3587,CC1=CC=C(CNC(=O)C2CNCC2C3=CC=C(C=C3)C(F)(F)F)C=C1,,0.2427
GNF-Pf-3789,NCCCNC(=O)COC(C1=CC=CC=C1)C2=CC=CN=C2Cl,,0.0817
GNF-Pf-3912,CN1N=CC=C1C(OCC(=O)N2CCOCC2)C3=CC=C(F)C=C3,,0.134
GNF-Pf-3935,CC(C)CNC(=O)C1=CC=C(OC2CCN(CC2)CC3CCCCC3)C(Cl)=C1,,0.326
GNF-Pf-3969,CCN(CC)CCN1C(NC2=CC=CC=C2C1=O)C3=CC=C(Cl)C=C3,,0.37
GNF-Pf-4231,COC1=CC(=CC=C1OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NCCC5=CC=CC=N5,,0.44
GNF-Pf-4232,FC(F)(F)C1=CC=C(C=C1)C2CNCC2C(=O)NCC3=CC=C4OCOC4=C3,,0.325
GNF-Pf-4248,OC(=O)C1=CC=C2CN(CC3=CC=CN=C3)C(=NC2=C1)C4=CC=CC=C4,,0.476
GNF-Pf-4336,COC1=CC(=CC=C1OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NCC5=CC=CO5,,0.118
GNF-Pf-4394,CC1=NC2=CC=CC=C2N1S(C)(=O)=O,,0.0596
GNF-Pf-4398,CC(C)(C)C1=NN(C2=CC=C(Cl)C=C2)C3=C1C=C(CNCC4=CC=CC=C4)C(=O)N3,,0.731
GNF-Pf-4613,CC1=C(C(=O)N2CCC(CC2)CNC3=C(N=C4C=CC=CN34)C5=CC=C(F)C=C5)C(=NO1)C6=CC=CC=C6,,0.674
GNF-Pf-4670,CCC(C)CNC(=O)C1=CC=C(OC2CCN(CC2)CC3CCCCC3)C(Cl)=C1,,0.0782
GNF-Pf-4691,COC1=CC=C(CNC(=O)C2CNCC2C3=CC=C(C=C3)C(F)(F)F)C=C1,,0.1652
GNF-Pf-4757,COC(=O)C1CCN(CC1)C(=O)COC(C2=CC=CC=C2)C3=CC=CN=C3Cl,,1.25
GNF-Pf-3486,OC1=CC=C(C=C1CN2CCCCC2)C3=CC=CC=C3,,1.083
GNF-Pf-4959,NC1=NOC2=CC=CC(OC3CCNCC3)=C12,,1.028
GNF-Pf-4984,OC1=CC=C(C=C1CNC2CCCCC2)C3=CC=CC=C3,,0.982
GNF-Pf-4986,CC1=C(C(=O)N2CCC(CC2)CNC3=C(N=C4C=CC=CN34)C5=COC=C5)C(=NO1)C6=CC=CC=C6,,1.758
GNF-Pf-5120,CN(CC(O)C1=CC=CC=C1)CC2=CC(=CC=C2O)C3=CC=CC=C3,,0.438
GNF-Pf-5173,COCCOC(=O)NCC1=CC=C(NC2=C(N=C3C=NC=CN23)C(C)(C)C)C=C1,,0.1022
GNF-Pf-5257,CC(C)(C)C1=NN(C2=CC=C(Cl)C=C2)C3=C1C=C(CNCC4=CC=C(Cl)C=C4)C(=O)N3,,0.351
GNF-Pf-5332,CC1=CC=C(CN2CCC3=C(C2)SC(=N3)N4CCCCC4)S1,,0.01413
GNF-Pf-5431,COC1=CC(=CC=C1OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NC5CC5,,0.0444
GNF-Pf-5490,O=C(CC1=CC=CC=C1)NCC2=CC=C(NC3=C(N=C4C=CC=CN34)C5=CC=CN=C5)C=C2,,0.0342
GNF-Pf-72,COC1=CC=C(SC2CCN(CC2)C3CCOCC3)C=C1,,1.466
GNF-Pf-83,CC(C)CC(N)C(=O)NCCCNC1=NSC2=CC=CC=C12,,2.82
GNF-Pf-848,O=C(NC(CN1CCCC1)C2=CC=CC=C2)NC3=CC=CC(OC4=CC=CC=C4)=C3,,0.704
GNF-Pf-870,NC(CC1=CC=CC=C1)C(=O)N2CCC(C2)NC3=NSC4=CC=CC=C34,,1.114
GNF-Pf-980,ClC1=CC=C(OCC(=O)NCC2=CC=C(CNC3=NOC4=CC=CC=C34)C=C2)C=C1,,3.098
GNF-Pf-2355,COC1=CC2=C(C=C1OC)C3=CC4=CC=C5OCOC5=C4C=[N+]3CC2,,0.1034
GNF-Pf-3943,COC1=C(OC)C=C2C3CC4=CC=C(OC)C(OC)=C4CN3CCC2=C1,,2.599
GNF-Pf-506,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)C2=C1,,0.518
GNF-Pf-5473,COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1,,0.01185
GNF-Pf-801,COC1=CC2=C(C=C1OC)C(CCCCCl)=NC(C)(C)C2,,0.343
GNF-Pf-3004,CCN(CC)C1=CC2=C(N=C3C=CC(C=C3O2)=[N+](CC)CC)C4=CC=CC=C14,,0.865
GNF-Pf-3797,CNCC(O)C1=CC=C(Cl)C(Cl)=C1,,0.837
GNF-Pf-4756,COC1=CC=CC(CNC(=O)[C@@H]2CNC[C@H]2C3=CC=C(C=C3)C(F)(F)F)=C1,,0.1079
GNF-Pf-1852,CCN1C(\OC2=CC=C3C=CC=CC3=C12)=C\C=C\C4=[N+](CC)C5=C6C=CC=CC6=CC=C5O4,,1.25
GNF-Pf-2794,CCN1C(\C=CC2=CC=CC=C12)=C\C3=[N+](CC)C4=CC(OC)=CC=C4S3,,0.417
GNF-Pf-3889,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(Cl)C=C1,,0.431
GNF-Pf-3296,CN1C(OC2=CC=CC=C12)=CC=CC3=[N+](C)C4=CC=CC=C4O3,,0.1614
GNF-Pf-2175,CCN(CC)CCCC(C)NC1=CC=NC2=CC3=CC=CC=C3C=C12,,0.0901
GNF-Pf-5161,CCN(CC)CCCC(C)NC1=CC(C=CC2=CC=C(C=C2)[N+]([O-])=O)=NC3=CC(OC)=CC=C13,,0.03156
GNF-Pf-5177,CCN(CC)CCNC1=CC=NC2=CC3=CC=CC=C3C=C12,,0.02859
GNF-Pf-5233,CCN(CC)CCCC(C)NC1=CC(C=CC2=CC=CC=C2Cl)=NC3=CC(Cl)=CC=C13,,0.0507
GNF-Pf-5289,CCN(CC)CCCC(C)NC1=CC(C=CC2=CC=C(C=C2)[N+]([O-])=O)=NC3=CC=C(OC)C=C13,,0.02087
GNF-Pf-5303,CCN(CC)CCNC1=CC=NC2=CC=C(C=C12)[N+]([O-])=O,,0.0898
GNF-Pf-3234,CCC(C)N1CCN(CC1)CC2=CC=CC(OC)=C2OC,,1.25
GNF-Pf-3423,CC1CCCCN1CC(=O)N2CCN(CC2)C(=O)CN3CCCCC3C,,1.25
GNF-Pf-3449,O=C(CNCCC1=CC=CC=C1)NC(C2=CC=CC=C2)C3=CC=CC=C3,,5.96
GNF-Pf-3549,CCN(CC)CCCNCC(=O)N1C2=CC=CC=C2SC3=CC=CC=C13,,12.5
GNF-Pf-371,COC1=CC(OC)=C(OC)C=C1CN2CCN(CC2)C(C)C,,1.014
GNF-Pf-4183,CCOC(=O)C1=C(CNC)N(C)C2=CC(Br)=C(O)C=C12,,0.458
GNF-Pf-1560,ON=CC1=CC=[N+](CC(=O)NC23CC4CC(CC(C4)C2)C3)C=C1,,12.5
GNF-Pf-1618,CCC(C)(C)C1=CC=C(OCCOCC[N+]2=CC=CC=C2)C(=C1)C(C)(C)CC,,0.96
GNF-Pf-1636,CCN1C(\SC2=C1C=CC3=CC=CC=C23)=C\C4=CC=C5C=CC=CC5=[N+]4CC,,0.631
GNF-Pf-1731,CCC(C=C1SC2=CC=C3C=CC=CC3=C2N1C)=CC4=[N+](C)C5=C6C=CC=CC6=CC=C5S4,,2.611
GNF-Pf-1919,CCN1C(\C=CC2=CC=CC=C12)=C\C3=CC=C4C=CC=CC4=[N+]3CC,,0.618
GNF-Pf-2004,CC[N+]1=C(SC2=CC=CC=C12)C=CN(C)C,,0.459
GNF-Pf-2039,CN(C)C1=CC=[N+](CC2=CC=CC=C2)C=C1,,2.415
GNF-Pf-220,COC1=C(O)C=C2CC[N+]3=CC4=C(OC)C(OC)=CC=C4C=C3C2=C1,,0.939
GNF-Pf-2335,CC1CCC(C(C)C)C(C1)OC(=O)CN2C3=CC=CC=C3[N+](C)=C2C4=CC=CC=C4,,0.376
GNF-Pf-2433,CN1C=C(\C=C\C2=CC=[N+](C)C=C2)C3=CC=CC=C13,,0.0928
GNF-Pf-2473,ClC1=CC=C(C=NNC(=O)C[N+]2=CC=CC=C2)C=C1Cl,,2.845
GNF-Pf-2601,CCN1C(SC2=C1C=CC3=CC=CC=C23)=CC4=CC=C5C=CC=CC5=[N+]4CC,,0.2253
GNF-Pf-2886,FC1=CC=C(C=C1)C2=C[N+](CC(=O)NC3=CC=C(Cl)C=C3)=C4CCCN24,,2.883
GNF-Pf-2994,COC1=CC=C(C=C1)C2=C[N+](CC3=CC=C(Cl)C=C3Cl)=C4CCCN24,,0.1891
GNF-Pf-3201,COC1=CC=C(C=C1)C2=[N+](CC(=O)OC3CC(C)CCC3C(C)C)C4=CC=CC=C4N2C,,0.391
GNF-Pf-3265,CCCCCC1=CC=C(OCCCC[N+]2=CC=CC(C)=C2)C(CCCCC)=C1,,0.713
GNF-Pf-3564,NC1=CC=C2N=C3C=CC(N)=CC3=[S+]C2=C1,,0.0857
GNF-Pf-3631,CC1=C(\C=C\C2=CC=[N+](C)C=C2)C3=CC=CC=C3N1,,0.2588
GNF-Pf-3672,CCCCCCCCCCOC(=O)CN1C(C)=[N+](C)C2=CC=CC=C12,,12.5
GNF-Pf-3780,CC(Cl)=CC[N+]1(CCOCC1)CC#CC2=CC=CC3=CC=CC=C23,,1.157
GNF-Pf-3906,CN(C)C1=CC=[N+](CC(=O)NC2=CC=C(Cl)C=C2)C=C1,,0.549
GNF-Pf-4189,CN(C)C1=CC=[N+](CC(=O)C2=CC=CS2)C=C1,,0.649
GNF-Pf-4249,CC1=C2C[N+]3(CCCCC3)CC2=CC4=C1C=CC5=CC=CC=C45,,1.287
GNF-Pf-4280,CN(C)C1=CC=C(C=C1)C2=[N+](C)C3=CC=CC=C3N2C,,1.122
GNF-Pf-4364,COC1=CC=C2C(=C1)C(C)=CC=[N+]2CC3=CC=CC=C3,,0.0862
GNF-Pf-4440,CCN1C(C=CC2=CC=CC=C12)=CC3=CC=C4C=CC=CC4=[N+]3CC,,0.0658
GNF-Pf-4659,CC[N+]1=C(SC2=CC=CC=C12)C=C3C=C(C)OC(C)=C3,,0.1471
GNF-Pf-4778,CN(C)C1=CC=C2N=C3C=C(C)C(N)=CC3=[N+](C4=CC=CC=C4)C2=C1,,0.1557
GNF-Pf-4937,CSC(Cl)=C(NC(C)=O)[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,0.1261
GNF-Pf-5,CCN1C=CC2=CC=CC=C2\C1=C/C3=CC=C4C=CC=CC4=[N+]3CC,,0.67
GNF-Pf-5025,BrC1=CC=C(C=C1)C=CC2=CC=[N+](CC3=CC=CC=C3)C=C2,,0.1387
GNF-Pf-5255,CC=CC1=[N+](C)C2=CC=CC=C2N1C,,0.613
GNF-Pf-5308,C[N+](C)(CCCC(=O)C1=CC=C(C=C1)C(=O)CCC[N+](C)(C)CC2=CC=CC=C2Cl)CC3=CC=CC=C3Cl,,0.02127
GNF-Pf-5449,C(C1=CC=CC=C1)C2=CC=[N+](CC3=CC=CC=C3)C=C2,,0.1442
GNF-Pf-560,C1CC[N+](CC1)(CCOCC2=CC=CC=C2)CC3=CC=CC=C3,,1.16
GNF-Pf-77,CN(C)C1=CC=[N+](CC2=C(Cl)C=CC=C2Cl)C=C1,,0.1397
GNF-Pf-880,CN(C)C1=CC=C(C=C1)C(C2=CC=C(C=C2)N(C)C)=C3C=CC(C=C3)=[N+](C)C,,0.02213
GNF-Pf-929,CC(C(=O)C1=CC=C(C)C=C1)[N+]2=CC=C(C=C2)N(C)C,,0.438
GNF-Pf-1754,CCOC(=O)C1(CC)CC(C)(OC1=O)C(=O)C[N+]2=CC=CC(Br)=C2,,0.41
GNF-Pf-2104,BrC1=CC=C(C=C1)C2=CN3CCCSC3=[N+]2CC4=CC=CC=C4,,0.413
GNF-Pf-2276,CC(C)(C)C1=CC=C(C=C1)C2=C[N+](C3=CC=CC=C3)=C4SCCCN24,,0.2213
GNF-Pf-2431,ClC1=CC=C(C=C1)C2=CN3CCCC3=[N+]2C4=CC=CC=C4,,0.2574
GNF-Pf-2657,CCC(C)(C)C1=CC=C(OCCCC[N+]2=CC=CC(C)=C2C)C(=C1)C(C)(C)CC,,0.495
GNF-Pf-2715,CCOC1=CC=C(C=C1)C(=O)C[N+]2=C(CC)C3=CC=C(C)N3CC2,,2.441
GNF-Pf-3106,C=CC[N+]1=CC=CC2=C1C=CC3=CC=CC=C23,,1.718
GNF-Pf-3160,CCOC1=CC=C(C=C1)C(=O)C(C)[N+]2=C3CCCN3C(=C2)C4=CC=C(OC)C=C4,,0.506
GNF-Pf-3198,CC1=[N+](CC(=O)C2=CC=CC=C2)C3=CC=CC=C3N1N,,2.903
GNF-Pf-3208,C1CC[N+]2(C1)CC3=CC4=CC=CC=C4C(C5=CC=CC=C5)=C3C2,,1.335
GNF-Pf-3251,CC1=CC=C(C=C1)C(=O)C[N+]2=C(C)C3=CC=C(C)N3CC2,,1.05
GNF-Pf-3268,CC1=CC=C(C=C1)C2=C[N+](C3=CC=CC=C3)=C4SCCCN24,,0.735
GNF-Pf-3286,CCC(C)(C)C1=CC=C(OCCCC[N+]2=CC=C(C)C=C2)C(=C1)C(C)(C)CC,,0.532
GNF-Pf-3382,C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=NC4=CC=CC=C4S3,,1.85
GNF-Pf-3522,COC1=CC=C(C=C1)C(=O)C[N+]2=C(C)C3=CC=C(C)N3CC2,,1.173
GNF-Pf-3558,CCOC1=CC=C(C=C1)C(=O)C(C)[N+]2=C3CCCN3C(=C2)C4=CC=C(Cl)C=C4,,1.495
GNF-Pf-3650,CC1=[N+](CC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C3=CC=CC=C3N1N,,1.951
GNF-Pf-3707,FC1=CC=C(C=C1)C2=C[N+](C3=CC=CC=C3)=C4SCCN24,,0.764
GNF-Pf-3720,COC1=CC=C(C=C1)[N+]2=C3SCCCN3C(=C2)C4=CC=C(Cl)C=C4,,0.673
GNF-Pf-3727,C1CC[N+]2(C1)CC3=CC4=CC=C5C=C6C[N+]7(CCCC7)CC6=CC5=C4C=C3C2,,0.645
GNF-Pf-3745,CC1=C(C2=CC=C(Cl)C=C2)[N+]3=C(SCCC3)N1C4=CC=CC=C4,,1.152
GNF-Pf-3809,C1CC[N+](CC1)(CCOC2=CC=CC=C2)CC#CC3=CC=CC=C3,,1.444
GNF-Pf-3949,ClC1=CC=CC(Cl)=C1C[N+]2=CC=C3C=CC=CC3=C2,,1.889
GNF-Pf-4020,C[N+]1=C(SC2=CC=CC=C12)C=C3C=CN(CC=C)C4=CC=CC=C34,,0.0897
GNF-Pf-4078,C[N+]1=C2SCC(=NN2C3=CC=CC=C13)C4=CC=CC=C4,,0.454
GNF-Pf-4082,CCOC1=CC=C(C=C1)C(=O)C[N+]2=C(C)C3=CC=C(C)N3CC2,,1.632
GNF-Pf-4098,CC1=CC=C(C=C1)[N+]2=C3CCCCCN3C=C2C4=CC=CC=C4,,0.605
GNF-Pf-4154,FC1=CC=C(C=C1)C2=CN3CCSC3=[N+]2C4=CC=CC=C4,,1.087
GNF-Pf-4206,C[N+](C)(CC#CC1=CC=CC=C1)CC#CC2=CC=CC=C2,,1.931
GNF-Pf-4264,CC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)[N+]3=CC=CC(C)=C3,,1.61
GNF-Pf-4391,CN1C(C)=[N+](CC(=O)C2=CC=CC=C2)C3=CC=CC=C13,,0.1135
GNF-Pf-4424,COC1=CC=C(C[N+]2=C3C=CC=CN3C(=C2)C4=CC=C(Cl)C=C4)C=C1,,0.413
GNF-Pf-4444,COC1=CC=C(C=C1)C(=O)C[N+]2=CC=C3N(C)C(=NC3=C2)C4=CC=C(OC)C=C4OC,,0.92
GNF-Pf-4486,C#CC[N+]1(CCCCC1)CC#CC2=CC=CC3=CC=CC=C23,,0.973
GNF-Pf-4610,C=CC[N+]1(CCCCC1)CC#CC2=CC=CC3=CC=CC=C23,,0.683
GNF-Pf-4672,OCCCCCCCCCCC[N+]1=CC=CC=C1,,0.1331
GNF-Pf-4674,C[N+]1(CCOCC1)CC(=O)NNC2=C3C=CC=CC3=NC4=CC=CC=C24,,0.637
GNF-Pf-4777,OC1=CC=CC=C1C=CC2=CC=[N+](C=C2)C(=C)C3=CC=CC=C3,,0.739
GNF-Pf-4789,CC1=CC=C(C=C1)C2=CN3CCSC3=[N+]2C4=CC=CC=C4,,0.427
GNF-Pf-4800,BrC1=CC=C(C=C1)C2=CN3CCSC3=[N+]2C4=CC=CC=C4,,0.335
GNF-Pf-4948,C1CC[N+](CC1)(CC#CC2=CC=CC=C2)CC#CC3=CC=C(C=C3)C#CC[N+]4(CCCCC4)CC#CC5=CC=CC=C5,,0.493
GNF-Pf-4979,ClC1=CC=C(C=C1)C2=C[N+](C3=CC=CC=C3)=C4SCCN24,,0.3082
GNF-Pf-5004,CCOC1=CC=C(C=C1)C2=C[N+](=C3SCCN23)C4=CC=CC=C4,,0.421
GNF-Pf-5041,C1=CC=C(C=C1)N2N=C(N=[N+]2C3=CC=CC=C3)C4=CC=CC=C4,,0.296
GNF-Pf-5133,COC1=CC=C(C=C1)[N+]2=C3SCCCN3C(=C2)C4=CC=C(Br)C=C4,,0.609
GNF-Pf-5419,CC1=CC=CC=[N+]1CCCCCCCCCC[N+]2=CC=CC=C2C,,0.1015
GNF-Pf-588,CCOC(=O)C[N+]1=C(N)SC(CC)=C1,,1.074
GNF-Pf-991,CCOC1=CC=C(C=C1)C2=CN3CCCSC3=[N+]2CC4=CC=CC=C4,,0.648
GNF-Pf-1339,CCCCCC[N+]1=CC=CC=C1\C=C\C2=CC=C(C=C2)N(C)C,,0.0961
GNF-Pf-1399,CC[N+]1=CC=CC=C1\C=C\C2=CC=C(C=C2)N(C)C,,0.364
GNF-Pf-1988,CN(C)C1=CC=C(\C=C\C=C\C2=CC=[N+](C)C=C2)C=C1,,0.64
GNF-Pf-2357,CCCC[N+]1=C(SC2=CC=CC=C12)C=C3C=CC4=CC=CC=C4N3CC,,0.0815
GNF-Pf-2370,CCN1C(=CC=CC2=[N+](C)C3=CC=C(C)C=C3C2(C)C)C=CC4=CC=CC=C14,,0.1576
GNF-Pf-2374,CCCCN1C(SC2=CC(NC(C)=O)=CC=C12)=CC3=CC=CC=[N+]3C,,2.112
GNF-Pf-254,CC[N+]1=C(\C=C\N(C)C2=CC=CC=C2)N(C3=CC=CC=C3)C4=CC=C(C=C14)C5=NC6=CC=CC=C6S5,,0.929
GNF-Pf-2545,CN(C)C1=C(N=C(O1)C2=CC=C(Cl)C=C2Cl)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,,0.2303
GNF-Pf-2590,CC[N+]1=C(C=CC2=CC(C)=CC=C12)C=C3C=CC4=CC(C)=CC=C4N3C,,0.2252
GNF-Pf-2632,CCN(CC)C1=CC=C(C=C1)\C=C/C2=CC=CC=[N+]2CC,,0.002444
GNF-Pf-2708,CC[N+]1=CC=CC=C1\C=C/C2=CC=C(C=C2)N(C)C,,0.2603
GNF-Pf-2711,CCN1C(SC2=CC=CC=C12)=CC3=CC=CC=[N+]3C,,4.25
GNF-Pf-2777,CCN1C(C=CC2=CC=C(C)C=C12)=CC3=[N+](C)C4=CC=CC=C4S3,,0.1215
GNF-Pf-2824,CC[N+]1=C(\C=C\N2CCCC3=CC=CC=C23)C=CC4=CC=CC=C14,,0.1034
GNF-Pf-2872,CCCCCCCCCC[N+]1=C(C)N(CC)C2=CC(Cl)=C(Cl)C=C12,,0.613
GNF-Pf-2897,CCN1C(SC2=CC=C(C)C=C12)=CC3=CC=CC=[N+]3C,,1.349
GNF-Pf-2906,CCN1C2=CC=C(Cl)C=C2[N+](CC)=C1C=CN(C)C3=CC=CC=C3,,0.391
GNF-Pf-2940,CN(C=CC1=[N+](C)C2=CC=C(Cl)C=C2C1(C)C)C3=CC=CC=C3,,0.455
GNF-Pf-2955,CC1=CC=C(C=C1)\C=C\C2=CC=C3C=CC=CC3=[N+]2C,,0.1311
GNF-Pf-3065,CCN1C=CC(=CC2=CC=CC=[N+]2C)C3=CC=CC=C13,,1.031
GNF-Pf-3148,CCN1C(\SC2=CC=CC=C12)=C\C=C\C3=[N+](CC)C4=CC=CC=C4S3,,0.2582
GNF-Pf-3200,C[N+]1=CC=CC2=CC=C3C=CC=NC3=C12,,0.0664
GNF-Pf-329,CN(C)C1=CC=C(C=C1)C=CC2=CC=CC=[N+]2C,,0.2481
GNF-Pf-3314,CCN1C2=CC=C(Cl)C=C2[N+](CC)=C1C=CN(C(C)=O)C3=CC=CC=C3,,2.586
GNF-Pf-3352,CC[N+]1=CC(C)=CC=C1C=CC2=CC=C(C=C2)N(C)C,,0.1953
GNF-Pf-3362,CCN1C(SC2=CC=C3C=CSC3=C12)=CC4=CC=C5C=C(C)C=CC5=[N+]4C,,0.371
GNF-Pf-3412,CCN1C(SC2=CC(C)=CC=C12)=CC3=CC=C4C=C(OC)C=CC4=[N+]3CC,,0.1607
GNF-Pf-3474,C[N+]1=C(C=CNC2=CC=CC=C2)N(C3=CC=CC=C3)C4=CC=C(Cl)C=C14,,0.534
GNF-Pf-3526,CC[N+]1(CCCCC1)CCOC2=CC=C(C=C2)C34CC5CC(CC(C5)C3)C4,,1.008
GNF-Pf-3619,CC[N+]1=C(C=CN(C)C2=CC=CC=C2)N(C3=CC=CC=C3)C4=CC=C(C=C14)C5=NC6=CC=CC=C6S5,,0.46
GNF-Pf-3630,CCCCCN1C(C)=[N+](CCCC)C2=CC(Cl)=C(Cl)C=C12,,1.237
GNF-Pf-3709,CC[N+]1=C(C=CC2=CC=CC=C12)C=C3SC4=CC(C)=CC=C4N3CCO,,0.1949
